27,13
27,14
26,13
21,13
22,13
24,14
26,10
27,9
27,9
28,10
29,10
27,10
27,11
28,6
28,6
27,6
27,6
26,5
27,8
29,8
28,9
27,8
28,8
28,6
27,9
29,7
28,7
28,10
26,9
26,9
29,12
30,10
29,10
19,8
26,12
28,10
29,8
27,8
29,7
28,7
26,7
26,12
28,11
28,11
28,10
29,10
28,9
28,9
29,10
25,10
20,4
22,1
24,3
25,7
27,4
29,5
29,6
29,5
29,5
28,7
27,8
26,8
26,7
25,6
26,7
26,9
28,7
29,6
28,7
28,6
25,6
25,7
27,6
26,6
27,6
27,5
27,5
28,5
28,5
27,7
27,10
29,9
29,10
27,9
27,8
26,8
22,4
22,6
23,5
24,7
24,5
26,5
26,4
27,4
27,6
28,5
28,6
25,8
26,9
28,7
28,7
28,7
27,7
27,8
27,8
28,9
29,8
29,8
28,7
27,5
27,5
28,4
27,4
19,6
20,8
21,10
24,9
26,6
28,6
28,7
25,9
21,6
20,4
22,4
16,9
13,8
17,10
19,10
22,12
24,11
22,11
23,10
27,12
26,10
28,9
27,8
27,8
28,11
26,18
27,8
28,12
30,8
28,8
30,9
30,11
31,12
32,9
32,9
29,11
29,12
30,11
31,11
32,12
31,12
31,12
28,10
29,8
29,9
29,9
30,9
29,10
30,12
28,12
30,9
29,7
30,7
30,7
31,8
30,8
28,8
29,10
29,9
27,16
28,10
28,10
31,11
28,12
30,10
31,9
31,9
31,11
33,10
32,9
33,10
31,10
30,16
32,10
33,10
33,11
32,11
32,9
32,9
31,9
32,11
30,11
33,10
31,10
30,10
30,9
30,9
31,10
32,10
34,12
33,14
35,12
34,13
35,13
34,14
35,14
33,15
29,14
30,14
32,12
33,14
34,14
31,14
32,12
31,13
28,13
30,15
28,18
30,13
30,16
32,12
30,12
29,23
31,15
32,14
31,12
31,16
32,14
31,14
34,13
34,13
35,15
33,14
33,13
29,12
28,12
31,11
31,15
31,15
30,15
32,15
32,15
33,15
33,16
32,16
32,13
30,14
25,14
24,15
25,15
23,12
19,14
25,13
28,16
30,15
29,14
28,13
27,13
26,15
27,15
29,13
22,14
23,14
23,12
26,14
26,13
25,13
26,14
26,14
27,14
28,14
26,14
25,15
26,15
19,14
23,14
27,13
28,13
23,15
25,14
25,15
28,13
25,14
25,14
25,15
27,14
28,15
24,14
25,14
27,13
27,12
28,14
28,14
28,14
29,14
27,14
26,15
25,14
28,14
26,14
23,14
23,17
24,15
23,11
27,15
28,11
28,12
27,12
26,15
24,13
26,13
25,13
25,15
26,14
25,14
25,15
25,14
27,13
27,13
26,12
27,14
27,14
27,14
28,13
28,14
28,14
29,13
28,13
27,15
28,15
25,15
26,14
26,13
27,13
26,11
27,11
26,14
25,15
26,12
27,11
26,11
25,11
26,11
25,15
26,13
26,13
27,15
27,14
28,14
26,14
29,14
28,14
27,14
25,10
27,8
27,7
27,7
28,7
28,8
25,17
27,14
28,12
28,13
28,14
28,14
29,12
29,12
29,12
28,13
29,12
30,14
29,14
29,13
29,10
29,10
29,11
30,12
29,10
29,11
27,12
26,12
26,11
27,9
24,13
25,11
22,11
19,12
22,13
24,9
26,8
25,9
27,9
28,9
28,9
25,9
25,9
24,10
26,9
26,9
26,9
28,7
28,6
26,6
24,10
26,9
25,9
23,6
24,6
25,8
25,8
28,11
29,6
26,8
30,10
26,9
27,8
26,6
25,7
26,5
27,6
26,8
28,6
26,8
25,9
27,8
28,8
29,7
28,7
29,7
26,7
27,7
28,7
27,7
23,7
27,6
29,8
30,7
30,6
29,6
29,8
30,6
28,6
23,8
23,11
24,9
26,6
25,6
28,9
29,6
27,6
23,15
29,8
30,7
28,8
28,8
29,7
28,9
29,7
28,8
23,5
23,7
24,6
22,8
23,6
25,5
23,8
25,7
27,5
28,5
28,7
27,8
28,7
29,8
31,7
30,7
29,7
29,9
28,6
30,9
31,8
30,8
31,8
30,8
30,6
31,6
32,6
31,7
30,8
30,8
29,7
29,7
30,9
32,8
30,10
30,8
30,8
31,8
31,8
32,8
31,11
33,10
33,10
24,8
22,2
25,3
28,2
29,8
31,6
30,7
30,9
32,9
29,9
31,9
30,9
24,9
20,9
19,6
23,6
26,9
30,9
32,7
31,9
31,13
32,9
32,9
34,8
32,8
28,8
30,11
31,10
32,11
33,12
33,12
34,12
34,11
33,10
35,10
32,11
33,12
34,11
34,11
33,11
32,10
33,10
32,9
32,9
34,10
34,10
36,11
37,13
37,13
37,12
34,12
35,12
35,12
35,13
34,13
32,15
31,15
32,13
32,11
34,11
33,10
34,10
34,10
33,12
32,10
34,8
34,8
34,11
35,10
35,11
34,12
33,11
33,11
31,13
29,12
31,12
33,16
34,13
31,16
33,14
35,15
36,14
35,14
34,14
33,13
32,13
29,13
32,16
33,15
32,17
33,13
33,13
34,13
34,15
32,15
33,15
34,16
35,16
34,16
32,14
28,12
30,12
30,16
32,14
30,14
30,15
28,16
31,14
31,16
31,15
31,15
27,15
24,15
24,15
26,14
29,14
27,15
28,13
28,12
29,12
29,13
28,12
29,12
29,12
26,16
27,14
22,14
25,15
26,14
26,15
27,12
27,12
24,13
25,12
26,12
27,14
28,14
25,13
24,13
24,15
26,13
27,13
25,13
25,14
26,13
25,14
25,14
28,14
29,13
26,13
27,13
27,12
26,12
26,14
28,13
27,12
25,14
27,12
27,12
28,14
28,13
28,13
27,14
25,14
26,14
26,12
27,12
26,15
28,12
28,13
28,12
27,12
20,15
23,13
25,13
24,15
25,13
26,13
24,14
25,15
26,12
25,12
25,12
26,13
27,13
24,13
19,15
25,14
26,14
25,15
22,15
26,13
28,13
28,15
27,14
27,14
23,15
17,16
21,15
27,13
28,12
25,16
27,16
24,15
25,15
28,17
25,17
27,12
28,12
23,14
27,12
28,11
27,12
28,12
28,13
27,13
28,13
29,14
29,13
28,13
27,13
26,13
27,12
25,14
28,15
29,15
27,15
27,12
27,12
29,14
30,13
27,13
26,13
24,13
25,14
16,13
22,12
24,10
25,9
25,9
26,12
27,14
28,14
26,13
27,14
29,13
27,11
25,11
26,14
27,13
26,12
26,11
25,10
26,10
25,12
26,12
19,11
20,8
24,7
25,14
26,10
28,11
29,11
26,11
26,11
27,10
26,10
25,10
25,10
25,11
26,7
23,7
25,6
24,6
27,6
24,5
26,9
28,8
20,11
29,9
28,9
26,8
25,8
26,9
26,9
25,8
25,8
27,10
28,8
26,8
26,8
26,6
26,11
27,8
26,13
27,8
27,8
27,8
18,7
19,7
19,7
